,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
12,MANG TOMAS#YUM,na,Immortal 2,192.0,1097.0,31.0,90.0,46.0,182.1,1.29,34.9,71.1,64.0,77.8,37.0,1850.0,1437.0,454.0,280.3,1.6,1.0,298.0,67.0,9.0,55.6,Jett,9.9,22.0,81.8,1.46,195.7,304.2,53.0,Haven,100.0,Raze,9.2,18.0,61.1,1.34,193.4,292.3,55.0,Fracture,75.0,Clove,9.5,17.0,76.5,1.23,190.6,301.0,26.0,Bind,100.0,Duelist,69.5,41.18,1.6,"1,201 / 894 / 229",Sentinel,100.0,1.0,1.83,14 / 12 / 8,Initiator,69.2,9.4,1.56,228 / 199 / 83,Controller,76.5,13.3,1.63,407 / 332 / 134,Vandal,Assault Rifles,51.0,45.0,3.0,1219.0,Ghost,Sidearms,64.0,35.0,1.0,167.0,Sheriff,Sidearms,67.0,32.0,1.0,117.0,Abyss,87.5,14.2,Fracture,83.3,10.2,Bind,78.6,11.3,Pearl,66.7,8.4,Split,63.6,7.4,Haven,61.5,8.4,Lotus,50.0,6.6
13,hieu#chels,na,Immortal 3,275.0,657.0,447.0,47.0,25.0,161.3,1.04,39.6,53.2,25.0,74.4,7.0,884.0,850.0,250.0,242.8,1.33,0.9,110.0,28.0,4.0,50.9,Clove,11.0,20.0,45.0,1.03,169.3,259.0,3.0,Pearl,100.0,Vyse,3.3,6.0,50.0,1.21,155.9,227.0,29.0,Split,50.0,Iso,3.3,6.0,66.7,1.14,163.3,240.7,21.0,Haven,50.0,Sentinel,62.5,5.3,1.51,146 / 117 / 31,Controller,45.0,9.11,1.39,403 / 393 / 144,Duelist,57.9,11.8,1.21,335 / 340 / 75,,,,,,Vandal,Assault Rifles,57.0,41.0,2.0,604.0,Sheriff,Sidearms,71.0,29.0,0.0,74.0,Ghost,Sidearms,56.0,44.0,0.0,63.0,Pearl,71.4,5.2,Bind,66.7,4.2,Fracture,66.7,4.2,Abyss,60.0,3.2,Lotus,42.9,3.4,Split,37.5,3.5,Haven,37.5,3.5
14,Trick#OBITO,na,Immortal 3,206.0,993.0,526.0,106.0,57.0,135.4,0.98,21.4,49.1,52.0,73.9,3.0,1610.0,1640.0,741.0,210.2,1.43,0.7,223.0,79.0,0.0,50.6,Sova,13.0,25.0,48.0,1.06,142.2,211.9,15.0,Haven,36.0,Yoru,13.0,24.0,50.0,0.97,129.9,206.5,12.0,Bind,75.0,Clove,9.3,17.0,47.1,0.93,144.3,231.2,12.0,Bind,100.0,Duelist,47.1,16.18,1.33,540 / 544 / 182,Initiator,56.1,23.18,1.58,587 / 570 / 313,Sentinel,30.8,4.8,1.32,192 / 210 / 86,Controller,50.0,9.9,1.43,291 / 316 / 160,Vandal,Assault Rifles,37.0,57.0,6.0,778.0,Phantom,Assault Rifles,30.0,62.0,9.0,110.0,Sheriff,Sidearms,62.0,35.0,3.0,99.0,Bind,63.2,12.6,Abyss,61.5,8.5,Split,54.5,6.5,Lotus,50.0,7.7,Fracture,46.7,7.8,Haven,38.9,7.11,Pearl,31.2,5.11
15,LFT evolution#meow,na,Immortal 2,191.0,1103.0,429.0,110.0,60.0,144.3,1.08,28.6,52.7,58.0,72.2,12.0,1813.0,1685.0,393.0,216.3,1.31,0.8,315.0,89.0,2.0,49.7,Jett,34.0,61.0,49.2,1.09,148.2,222.7,14.0,Split,64.0,Chamber,11.0,21.0,57.1,1.4,156.9,240.6,38.0,Bind,57.0,Raze,4.0,8.0,62.5,0.78,130.5,176.6,7.0,Lotus,80.0,Duelist,51.3,39.36,1.24,"1,239 / 1,181 / 230",Initiator,80.0,4.1,1.33,53 / 72 / 43,Controller,37.5,3.5,1.22,126 / 150 / 57,Sentinel,57.1,12.9,1.62,395 / 282 / 63,Vandal,Assault Rifles,41.0,56.0,3.0,899.0,Sheriff,Sidearms,57.0,42.0,1.0,166.0,Operator,Sniper Rifles,12.0,88.0,0.0,131.0,Split,61.1,11.7,Pearl,60.0,9.6,Fracture,58.3,7.4,Bind,57.1,8.6,Lotus,50.0,8.8,Haven,47.1,8.9,Abyss,38.9,7.11
16,SUPRA#B58,na,Immortal 2,166.0,1239.0,39.0,108.0,55.0,181.2,1.32,27.0,71.3,77.0,74.6,33.0,2206.0,1675.0,558.0,283.7,1.65,1.0,465.0,100.0,6.0,57.1,Jett,21.0,41.0,70.7,1.32,186.1,293.5,38.0,Fracture,86.0,Reyna,17.0,33.0,72.7,1.4,188.3,295.2,40.0,Pearl,78.0,Phoenix,3.2,7.0,85.7,1.56,203.6,307.9,39.0,Haven,83.0,Duelist,71.3,62.24,1.65,"1,830 / 1,356 / 404",Controller,55.6,5.4,1.53,162 / 151 / 69,Initiator,71.4,5.2,1.61,123 / 109 / 53,Sentinel,100.0,5.0,2.08,91 / 59 / 32,Vandal,Assault Rifles,45.0,51.0,4.0,944.0,Phantom,Assault Rifles,37.0,56.0,6.0,547.0,Sheriff,Sidearms,32.0,67.0,1.0,166.0,Haven,76.9,10.3,Pearl,73.3,11.4,Bind,73.3,11.4,Fracture,72.2,13.5,Lotus,70.6,12.4,Abyss,66.7,10.5,Split,66.7,10.5
17,Marcus Aurelius#Nash,na,Immortal 1,38.0,3230.0,419.0,192.0,107.0,146.2,1.08,21.8,49.0,94.0,73.1,16.0,3049.0,2816.0,1225.0,221.2,1.52,0.8,360.0,142.0,3.0,50.1,Tejo,44.0,80.0,41.2,1.05,147.7,220.7,14.0,Split,47.0,Vyse,40.0,73.0,60.3,1.22,148.5,224.1,30.0,Abyss,81.0,Clove,9.2,16.0,56.2,0.9,143.7,222.3,9.0,Abyss,33.0,Sentinel,58.4,45.32,1.65,"1,234 / 1,026 / 457",Duelist,20.0,1.4,1.6,116 / 88 / 25,Initiator,42.7,38.5,1.47,"1,381 / 1,338 / 585",Controller,47.6,10.11,1.31,318 / 364 / 158,Phantom,Assault Rifles,29.0,66.0,5.0,1431.0,Vandal,Assault Rifles,33.0,62.0,5.0,734.0,Ghost,Sidearms,40.0,57.0,3.0,245.0,Abyss,71.4,20.8,Haven,60.9,14.9,Split,56.2,18.14,Pearl,50.0,12.12,Lotus,41.4,12.17,Bind,37.0,10.16,Fracture,27.6,8.21
18,Layzr#pip,na,Immortal 3,281.0,640.0,677.0,76.0,40.0,128.7,0.91,35.1,50.0,38.0,71.0,6.0,1063.0,1170.0,373.0,187.8,1.23,0.7,132.0,57.0,1.0,50.1,Cypher,11.0,20.0,55.0,0.95,131.8,192.0,0.0,Haven,88.0,Vyse,6.2,12.0,50.0,0.9,135.0,192.4,5.0,Abyss,67.0,Astra,4.5,9.0,33.3,0.8,111.1,162.7,19.0,Pearl,33.0,Initiator,68.8,11.5,1.24,208 / 243 / 94,Sentinel,51.2,21.19,1.23,611 / 637 / 171,Controller,28.6,4.1,1.2,166 / 217 / 94,Duelist,40.0,2.3,1.26,78 / 73 / 14,Vandal,Assault Rifles,49.0,49.0,2.0,611.0,Sheriff,Sidearms,67.0,32.0,1.0,97.0,Ghost,Sidearms,53.0,46.0,1.0,84.0,Haven,80.0,8.2,Bind,66.7,6.3,Fracture,61.5,8.5,Abyss,50.0,6.6,Lotus,36.4,4.7,Split,30.0,3.6,Pearl,27.3,3.8
19,cha#4a4,na,Immortal 2,185.0,1132.0,55.0,75.0,40.0,189.6,1.54,37.5,69.3,52.0,78.0,56.0,1635.0,1063.0,306.0,294.4,1.83,1.0,274.0,63.0,6.0,56.2,Jett,15.0,29.0,62.1,1.63,193.5,303.6,63.0,Split,83.0,Neon,4.1,8.0,87.5,1.75,220.4,348.1,84.0,Lotus,100.0,Sova,4.3,8.0,87.5,1.69,213.6,326.2,84.0,Pearl,100.0,Duelist,64.6,31.14,1.82,"1,128 / 705 / 154",Initiator,81.8,9.2,2.03,236 / 148 / 65,Sentinel,72.7,8.2,1.61,179 / 145 / 54,Controller,80.0,4.1,1.92,92 / 65 / 33,Vandal,Assault Rifles,54.0,43.0,3.0,794.0,Phantom,Assault Rifles,37.0,54.0,9.0,273.0,Ghost,Sidearms,54.0,44.0,1.0,132.0,Lotus,88.9,8.1,Split,84.6,11.2,Fracture,72.7,8.3,Bind,70.0,7.2,Pearl,63.6,7.4,Abyss,54.5,6.4,Haven,50.0,5.3
20,Elab0rate#t4t,na,Immortal 3,240.0,801.0,714.0,108.0,59.0,127.8,0.91,31.6,53.7,58.0,68.7,10.0,1559.0,1712.0,526.0,191.2,1.22,0.7,172.0,70.0,1.0,50.2,Cypher,13.0,26.0,46.2,0.96,128.9,189.3,1.0,Haven,60.0,Clove,12.0,22.0,68.2,0.87,134.3,207.6,24.0,Bind,70.0,Deadlock,10.0,18.0,44.4,0.84,115.8,176.0,23.0,Fracture,60.0,Duelist,66.7,4.2,1.1,73 / 88 / 24,Sentinel,45.9,34.4,1.2,"1,052 / 1,120 / 288",Controller,72.0,18.7,1.3,399 / 460 / 200,Initiator,66.7,2.1,1.11,35 / 44 / 14,Vandal,Assault Rifles,49.0,47.0,3.0,585.0,Phantom,Assault Rifles,41.0,55.0,4.0,408.0,Classic,Sidearms,45.0,52.0,4.0,115.0,Fracture,62.5,10.6,Haven,62.5,10.6,Bind,60.0,9.6,Lotus,55.0,11.9,Pearl,50.0,6.6,Abyss,46.2,6.7,Split,37.5,6.1
21,cereal#1049,na,Immortal 3,220.0,893.0,241.0,48.0,25.0,153.4,1.08,31.3,54.2,26.0,75.3,12.0,828.0,768.0,272.0,228.5,1.43,0.8,102.0,39.0,1.0,52.2,Tejo,7.5,15.0,66.7,1.03,140.1,207.5,8.0,Bind,75.0,Jett,4.0,8.0,62.5,1.12,167.0,251.9,19.0,Abyss,100.0,Vyse,4.3,7.0,57.1,1.13,167.4,247.3,26.0,Pearl,50.0,Controller,33.3,1.2,1.33,61 / 55 / 12,Sentinel,50.0,7.6,1.49,255 / 231 / 89,Initiator,52.4,11.9,1.42,320 / 316 / 128,Duelist,70.0,7.3,1.42,192 / 166 / 43,Vandal,Assault Rifles,44.0,53.0,3.0,577.0,Ghost,Sidearms,52.0,48.0,1.0,69.0,Sheriff,Sidearms,57.0,42.0,1.0,65.0,Fracture,80.0,4.1,Bind,71.4,5.2,Pearl,62.5,5.3,Abyss,62.5,5.3,Split,42.9,3.3,Lotus,33.3,3.5,Haven,25.0,1.3
0,Spectere#iron,na,Immortal 2,179.0,1158.0,533.0,132.0,73.0,127.9,0.92,20.5,53.8,71.0,71.7,9.0,1886.0,2052.0,926.0,194.4,1.37,0.7,188.0,86.0,0.0,50.8,Clove,18.0,31.0,51.6,0.93,142.6,221.6,17.0,Fracture,40.0,Cypher,12.0,24.0,54.2,0.96,121.8,182.2,4.0,Fracture,80.0,Raze,5.9,12.0,50.0,0.85,140.6,211.3,11.0,Split,67.0,Duelist,45.0,9.11,1.08,274 / 327 / 80,Initiator,60.7,17.1,1.54,406 / 409 / 222,Controller,53.1,26.22,1.48,780 / 838 / 462,Sentinel,54.3,19.16,1.23,426 / 478 / 162,Vandal,Assault Rifles,37.0,57.0,5.0,753.0,Phantom,Assault Rifles,30.0,64.0,6.0,362.0,Classic,Sidearms,34.0,63.0,3.0,132.0,Abyss,76.5,13.4,Pearl,56.5,13.1,Fracture,55.6,10.8,Bind,52.9,9.8,Lotus,50.0,10.9,Haven,47.4,9.1,Split,38.9,7.1
1,penguinpillowpet#jumbo,na,Immortal 3,209.0,967.0,85.0,142.0,76.0,156.2,1.2,21.7,59.2,84.0,73.9,19.0,2601.0,2166.0,783.0,246.1,1.56,0.9,333.0,97.0,4.0,52.9,Deadlock,12.0,23.0,73.9,1.29,154.1,244.4,22.0,Lotus,100.0,Cypher,9.7,19.0,52.6,1.16,146.9,226.0,15.0,Pearl,75.0,Vyse,9.2,17.0,52.9,1.18,157.0,243.4,19.0,Split,67.0,Initiator,77.3,17.5,1.77,392 / 311 / 160,Sentinel,60.0,36.24,1.52,"1,064 / 881 / 279",Controller,58.3,14.1,1.69,447 / 372 / 182,Duelist,47.2,17.19,1.43,698 / 602 / 162,Vandal,Assault Rifles,39.0,55.0,6.0,1209.0,Phantom,Assault Rifles,35.0,60.0,5.0,303.0,Stinger,SMGs,14.0,76.0,9.0,156.0,Lotus,72.7,16.6,Fracture,65.0,13.7,Haven,61.9,13.8,Abyss,59.1,13.9,Pearl,56.5,13.1,Split,55.6,10.8,Bind,37.5,6.1
2,jvoh#jenn,na,Immortal 3,267.0,685.0,495.0,66.0,35.0,145.2,0.99,29.8,40.9,27.0,73.8,2.0,1055.0,1071.0,393.0,219.4,1.35,0.8,149.0,39.0,0.0,47.5,Clove,12.0,23.0,34.8,0.88,149.9,227.3,15.0,Lotus,25.0,Vyse,5.8,10.0,20.0,1.11,146.0,214.1,17.0,Lotus,33.0,Jett,4.9,10.0,60.0,1.22,149.7,229.1,26.0,Pearl,67.0,Sentinel,21.4,3.11,1.39,231 / 216 / 69,Controller,34.8,8.15,1.38,371 / 421 / 209,Duelist,56.0,14.11,1.33,409 / 375 / 89,Initiator,50.0,2.2,1.19,44 / 59 / 26,Vandal,Assault Rifles,46.0,52.0,2.0,629.0,Phantom,Assault Rifles,41.0,57.0,2.0,68.0,Sheriff,Sidearms,52.0,47.0,1.0,63.0,Abyss,71.4,5.2,Bind,57.1,4.3,Haven,54.5,6.5,Pearl,50.0,4.4,Lotus,41.7,5.7,Split,22.2,2.7,Fracture,8.3,1.11
3,loser#クローブ,na,Immortal 2,175.0,1179.0,28.0,77.0,35.0,205.0,1.62,50.2,80.5,62.0,79.9,71.0,1635.0,1010.0,306.0,312.3,1.92,1.1,282.0,115.0,11.0,62.3,Clove,22.0,51.0,82.4,1.65,215.8,331.1,77.0,Lotus,89.0,Jett,4.2,9.0,77.8,1.71,204.3,314.5,79.0,Pearl,100.0,Killjoy,2.3,5.0,80.0,1.74,196.5,276.5,84.0,Pearl,80.0,Sentinel,71.4,5.2,1.66,124 / 85 / 17,Controller,82.4,42.9,1.98,"1,128 / 684 / 227",Duelist,84.6,11.2,1.79,275 / 173 / 35,Initiator,66.7,4.2,1.99,108 / 68 / 27,Vandal,Assault Rifles,61.0,35.0,4.0,1218.0,Sheriff,Sidearms,75.0,25.0,0.0,313.0,Phantom,Assault Rifles,42.0,43.0,15.0,27.0,Pearl,90.9,10.1,Haven,88.9,8.1,Fracture,83.3,10.2,Abyss,77.8,7.2,Lotus,75.0,9.3,Bind,75.0,9.3,Split,75.0,9.3
4,harleyguy1967#glide,na,Immortal 1,85.0,2169.0,393.0,104.0,56.0,132.6,1.02,27.6,52.9,55.0,72.0,2.0,1581.0,1549.0,534.0,202.1,1.37,0.7,183.0,71.0,3.0,50.9,Sova,20.0,36.0,52.8,1.07,146.0,217.9,15.0,Haven,60.0,Deadlock,10.0,18.0,55.6,1.05,123.4,189.2,7.0,Split,67.0,Raze,5.2,11.0,63.6,0.91,129.0,195.2,8.0,Lotus,57.0,Duelist,52.2,12.11,1.15,311 / 331 / 69,Sentinel,58.3,14.9,1.4,386 / 352 / 108,Initiator,50.0,23.23,1.42,729 / 693 / 253,Controller,54.5,6.4,1.5,155 / 173 / 104,Vandal,Assault Rifles,41.0,54.0,5.0,796.0,Phantom,Assault Rifles,36.0,59.0,5.0,212.0,Sheriff,Sidearms,58.0,40.0,2.0,162.0,Split,69.2,9.4,Bind,64.3,9.5,Pearl,60.0,6.3,Haven,50.0,9.8,Lotus,47.4,9.1,Abyss,43.8,7.9,Fracture,42.9,6.8
5,Linda#ILMBF,na,Immortal 2,171.0,1199.0,221.0,64.0,35.0,140.6,1.02,28.1,51.6,33.0,76.9,4.0,1025.0,1009.0,473.0,212.3,1.48,0.7,84.0,46.0,1.0,51.7,Vyse,16.0,29.0,51.7,1.12,139.2,208.0,20.0,Abyss,60.0,Clove,13.0,25.0,44.0,0.93,145.2,221.2,12.0,Fracture,75.0,Jett,0.9,2.0,100.0,1.44,168.8,276.1,39.0,Bind,100.0,Duelist,100.0,6.0,1.56,114 / 93 / 31,Controller,42.3,11.13,1.43,410 / 444 / 225,Sentinel,50.0,15.15,1.53,481 / 440 / 193,Initiator,50.0,1.1,1.38,20 / 32 / 24,Vandal,Assault Rifles,37.0,60.0,3.0,663.0,Sheriff,Sidearms,54.0,46.0,0.0,87.0,Ghost,Sidearms,48.0,50.0,3.0,78.0,Abyss,70.0,7.3,Fracture,66.7,6.3,Pearl,62.5,5.3,Split,55.6,5.3,Lotus,45.5,5.6,Bind,44.4,4.5,Haven,12.5,1.6
6,Sunny#BOT,na,Immortal 2,122.0,1590.0,448.0,179.0,95.0,139.1,0.91,19.8,48.6,87.0,70.6,12.0,2745.0,3028.0,1030.0,213.2,1.25,0.7,442.0,105.0,3.0,50.1,Raze,18.0,35.0,48.6,0.86,139.7,213.4,16.0,Bind,70.0,Clove,14.0,27.0,40.7,0.82,139.0,216.7,28.0,Fracture,50.0,Jett,14.0,26.0,50.0,0.98,154.9,233.8,5.0,Abyss,63.0,Sentinel,48.1,13.13,1.17,415 / 466 / 128,Initiator,66.7,20.1,1.41,439 / 473 / 228,Controller,40.7,11.15,1.28,415 / 509 / 236,Duelist,45.3,43.51,1.21,"1,476 / 1,580 / 438",Vandal,Assault Rifles,32.0,62.0,6.0,1281.0,Phantom,Assault Rifles,26.0,63.0,10.0,354.0,Sheriff,Sidearms,44.0,53.0,3.0,195.0,Fracture,56.5,13.9,Bind,56.0,14.11,Haven,54.2,13.1,Pearl,50.0,13.13,Abyss,45.8,11.13,Split,40.7,11.15,Lotus,40.0,12.18
7,FS Ch1pS#Chips,na,Immortal 3,201.0,1050.0,482.0,74.0,40.0,143.4,1.0,18.7,45.9,34.0,75.0,3.0,1171.0,1168.0,486.0,217.4,1.42,0.7,111.0,46.0,1.0,49.0,Tejo,17.0,33.0,48.5,1.01,143.5,214.0,8.0,Fracture,80.0,Cypher,7.3,14.0,57.1,1.13,143.5,217.1,15.0,Split,100.0,Clove,5.3,9.0,44.4,0.95,154.4,245.9,11.0,Fracture,100.0,Duelist,14.3,1.6,0.84,61 / 109 / 31,Initiator,43.2,16.2,1.46,590 / 577 / 253,Sentinel,57.9,11.8,1.44,301 / 274 / 94,Controller,54.5,6.5,1.57,219 / 208 / 108,Phantom,Assault Rifles,29.0,68.0,2.0,426.0,Vandal,Assault Rifles,29.0,68.0,3.0,360.0,Ghost,Sidearms,28.0,71.0,1.0,80.0,Fracture,63.6,7.4,Pearl,50.0,4.4,Haven,45.5,5.6,Bind,44.4,4.5,Lotus,42.9,6.8,Abyss,40.0,4.5,Split,36.4,4.7
8,Tryp2k#707,na,Immortal 3,215.0,937.0,549.0,189.0,103.0,151.6,1.01,26.4,53.4,101.0,72.7,6.0,3125.0,3085.0,1164.0,226.5,1.39,0.8,427.0,149.0,5.0,51.4,Clove,36.0,65.0,46.2,0.94,157.4,237.7,7.0,Bind,56.0,Cypher,27.0,51.0,52.9,1.16,152.2,226.0,23.0,Split,64.0,Reyna,12.0,22.0,54.5,0.98,148.4,219.8,1.0,Haven,57.0,Sentinel,53.3,32.28,1.45,986 / 854 / 252,Controller,46.4,32.36,1.38,"1,207 / 1,288 / 572",Duelist,61.5,24.14,1.3,623 / 648 / 220,Initiator,61.9,13.8,1.45,309 / 295 / 120,Vandal,Assault Rifles,37.0,59.0,5.0,1751.0,Phantom,Assault Rifles,32.0,63.0,5.0,316.0,Sheriff,Sidearms,54.0,45.0,1.0,292.0,Pearl,62.5,15.9,Abyss,58.1,18.12,Split,57.7,15.11,Bind,51.9,14.13,Lotus,50.0,14.14,Fracture,48.0,12.13,Haven,46.4,13.14
9,请讓我停止追逐#7635,na,Immortal 3,257.0,736.0,90.0,265.0,143.0,167.6,1.18,25.4,56.2,149.0,72.3,29.0,4811.0,4068.0,1121.0,251.8,1.46,0.9,825.0,214.0,11.0,51.5,Jett,69.0,127.0,63.0,1.29,179.3,271.4,43.0,Split,82.0,Iso,23.0,44.0,50.0,1.17,173.6,256.4,34.0,Pearl,86.0,Reyna,22.0,43.0,48.8,1.14,160.8,240.0,18.0,Bind,62.0,Sentinel,56.5,13.1,1.41,380 / 334 / 91,Controller,37.5,3.5,1.29,123 / 143 / 61,Duelist,56.6,124.93,1.48,"4,106 / 3,365 / 862",Initiator,60.0,9.6,1.37,202 / 226 / 107,Vandal,Assault Rifles,38.0,58.0,5.0,2969.0,Sheriff,Sidearms,39.0,60.0,1.0,546.0,Ghost,Sidearms,34.0,62.0,4.0,257.0,Split,63.4,26.15,Bind,61.5,24.15,Fracture,59.0,23.16,Pearl,57.1,20.14,Abyss,52.8,19.16,Haven,51.3,20.19,Lotus,47.2,17.19
10,RAY OF SUNSHINE#PXC,na,Immortal 2,166.0,1231.0,541.0,92.0,46.0,136.8,0.9,35.6,43.5,40.0,68.2,15.0,1361.0,1516.0,351.0,208.1,1.13,0.7,270.0,55.0,3.0,47.2,Reyna,11.0,23.0,34.8,0.91,138.7,210.7,13.0,Bind,80.0,Jett,7.0,14.0,71.4,1.07,153.8,232.4,7.0,Pearl,100.0,Raze,6.7,13.0,30.8,0.75,129.1,188.2,25.0,Lotus,50.0,Duelist,48.4,31.33,1.11,"941 / 1,047 / 218",Sentinel,36.4,4.7,1.18,181 / 190 / 43,Controller,38.5,5.8,1.26,191 / 201 / 63,Initiator,0.0,0.4,0.96,48 / 78 / 27,Vandal,Assault Rifles,56.0,42.0,2.0,722.0,Sheriff,Sidearms,61.0,37.0,2.0,161.0,Ghost,Sidearms,60.0,39.0,1.0,104.0,Bind,64.3,9.5,Abyss,55.6,5.4,Lotus,46.7,7.8,Haven,46.7,7.8,Pearl,43.8,7.9,Fracture,27.3,3.8,Split,16.7,2.1
11,Kold#cartr,na,Immortal 1,74.0,2319.0,600.0,406.0,220.0,136.1,0.93,32.3,46.6,189.0,70.0,6.0,6065.0,6510.0,2342.0,205.3,1.29,0.7,903.0,297.0,7.0,49.3,Sova,42.0,78.0,48.7,0.92,134.2,195.8,0.0,Abyss,57.0,Tejo,20.0,41.0,41.5,0.94,127.4,189.8,5.0,Bind,63.0,Yoru,16.0,32.0,37.5,0.92,137.4,213.9,14.0,Fracture,60.0,Initiator,47.0,78.88,1.37,"2,308 / 2,532 / 1,162",Duelist,44.9,62.76,1.19,"2,244 / 2,384 / 597",Controller,54.3,19.15,1.46,568 / 588 / 293,Sentinel,44.8,30.37,1.23,"945 / 1,006 / 290",Vandal,Assault Rifles,52.0,44.0,4.0,2756.0,Phantom,Assault Rifles,41.0,55.0,4.0,1010.0,Ghost,Sidearms,55.0,43.0,3.0,418.0,Lotus,53.4,31.26,Abyss,53.3,32.28,Pearl,50.0,31.31,Bind,44.4,24.3,Haven,43.9,25.32,Fracture,41.7,25.35,Split,38.2,21.34
12,tapz#xyz,na,Immortal 3,241.0,802.0,560.0,186.0,100.0,138.4,0.99,24.3,48.9,91.0,74.1,0.0,2787.0,2804.0,1359.0,207.5,1.48,0.7,233.0,130.0,2.0,49.3,Clove,53.0,99.0,44.4,1.02,151.5,228.1,2.0,Fracture,59.0,Cypher,14.0,26.0,61.5,0.99,123.6,188.1,0.0,Bind,59.0,Vyse,8.3,16.0,56.2,1.11,136.8,202.2,17.0,Abyss,46.0,Controller,44.4,44.55,1.52,"1,623 / 1,588 / 794",Initiator,51.4,18.17,1.44,435 / 479 / 256,Sentinel,58.0,29.21,1.43,703 / 703 / 303,Duelist,0.0,0.2,0.94,26 / 34 / 6,Vandal,Assault Rifles,36.0,60.0,4.0,1788.0,Guardian,Assault Rifles,26.0,71.0,3.0,213.0,Phantom,Assault Rifles,29.0,66.0,5.0,207.0,Fracture,58.6,17.12,Bind,56.0,14.11,Lotus,54.8,17.14,Pearl,51.9,14.13,Split,40.0,10.15,Abyss,39.1,9.14,Haven,38.5,10.16
13,i love newsha#meow,na,Immortal 3,204.0,1017.0,963.0,191.0,105.0,153.5,1.1,30.7,45.0,86.0,71.6,21.0,3169.0,2891.0,1136.0,227.9,1.49,0.8,367.0,135.0,4.0,49.4,Sova,81.0,146.0,45.2,1.15,159.0,235.6,28.0,Haven,55.0,Cypher,8.3,17.0,41.2,0.87,132.9,195.7,5.0,Split,33.0,Fade,3.9,7.0,57.1,1.08,135.4,201.2,12.0,Split,67.0,Sentinel,42.9,9.12,1.23,288 / 311 / 93,Initiator,44.1,71.89,1.53,"2,737 / 2,429 / 986",Duelist,100.0,3.0,1.5,55 / 46 / 14,Controller,50.0,3.3,1.26,89 / 105 / 43,Vandal,Assault Rifles,43.0,54.0,4.0,2073.0,Ghost,Sidearms,44.0,54.0,2.0,329.0,Sheriff,Sidearms,52.0,45.0,2.0,156.0,Haven,54.2,13.11,Bind,53.6,15.13,Lotus,50.0,15.15,Fracture,50.0,13.13,Abyss,41.4,12.16,Split,39.3,11.17,Pearl,26.9,7.19
14,Mystify#9151,na,Immortal 1,50.0,2866.0,454.0,122.0,66.0,134.8,0.98,27.1,50.0,61.0,70.4,2.0,1781.0,1823.0,592.0,201.1,1.3,0.7,268.0,68.0,1.0,49.8,Deadlock,19.0,38.0,50.0,1.03,131.1,200.6,1.0,Split,60.0,Yoru,19.0,35.0,60.0,1.06,144.3,216.0,14.0,Fracture,100.0,Sova,10.0,18.0,55.6,0.94,128.0,183.6,1.0,Haven,56.0,Duelist,60.0,21.14,1.33,565 / 533 / 146,Controller,36.4,8.14,1.33,304 / 353 / 166,Sentinel,51.2,21.2,1.29,586 / 578 / 162,Initiator,45.8,11.11,1.24,326 / 359 / 118,Vandal,Assault Rifles,40.0,57.0,3.0,817.0,Phantom,Assault Rifles,37.0,58.0,5.0,263.0,Guardian,Assault Rifles,38.0,61.0,1.0,244.0,Fracture,66.7,10.5,Split,62.5,10.6,Haven,52.6,10.8,Lotus,50.0,9.9,Bind,47.8,11.12,Abyss,35.7,5.9,Pearl,35.3,6.1
