,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
15,UCSD frost#aura,na,Immortal 2,183.0,1140.0,280.0,112.0,60.0,151.2,1.14,29.9,55.4,62.0,76.1,16.0,1903.0,1663.0,745.0,224.8,1.59,0.8,180.0,86.0,2.0,51.4,Tejo,15.0,28.0,42.9,1.12,147.8,221.2,11.0,Pearl,44.0,Sova,10.0,19.0,73.7,1.15,150.2,216.1,26.0,Abyss,60.0,Clove,6.4,12.0,66.7,1.03,163.3,245.2,0.0,Fracture,100.0,Sentinel,25.0,1.3,1.2,58 / 60 / 14,Duelist,62.5,10.6,1.63,323 / 241 / 71,Controller,66.7,8.4,1.43,224 / 217 / 87,Initiator,53.8,43.36,1.63,"1,298 / 1,145 / 573",Vandal,Assault Rifles,42.0,55.0,3.0,1320.0,Sheriff,Sidearms,48.0,52.0,1.0,147.0,Ghost,Sidearms,45.0,53.0,2.0,143.0,Haven,75.0,12.4,Fracture,62.5,10.6,Abyss,58.8,10.7,Pearl,53.3,8.7,Bind,52.9,9.8,Lotus,46.7,7.8,Split,37.5,6.9
16,slayde#Z06,na,Immortal 2,153.0,1317.0,425.0,105.0,55.0,160.0,1.08,27.8,51.4,54.0,72.3,13.0,1837.0,1699.0,565.0,239.1,1.41,0.8,217.0,70.0,5.0,51.5,Clove,10.0,18.0,66.7,1.07,163.9,247.4,12.0,Bind,100.0,Raze,9.9,17.0,47.1,1.1,169.9,253.9,22.0,Lotus,80.0,Tejo,6.9,14.0,35.7,1.04,159.7,233.1,14.0,Lotus,100.0,Controller,59.1,13.9,1.55,421 / 392 / 187,Duelist,56.8,25.15,1.48,835 / 698 / 196,Sentinel,28.6,4.1,1.03,182 / 216 / 41,Initiator,48.0,12.13,1.37,399 / 393 / 141,Vandal,Assault Rifles,44.0,53.0,3.0,1058.0,Sheriff,Sidearms,50.0,47.0,3.0,149.0,Phantom,Assault Rifles,40.0,57.0,3.0,139.0,Lotus,81.2,13.3,Pearl,56.2,9.7,Abyss,53.3,8.7,Bind,53.3,8.5,Split,40.0,6.8,Fracture,40.0,6.8,Haven,30.8,4.9
17,Userz#9568,na,Immortal 3,258.0,725.0,742.0,84.0,44.0,139.3,0.87,28.4,42.9,36.0,69.1,14.0,1240.0,1428.0,444.0,207.7,1.18,0.7,193.0,41.0,0.0,47.7,Raze,10.0,19.0,42.1,0.85,142.0,214.9,11.0,Lotus,83.0,Clove,6.4,14.0,28.6,0.7,131.7,197.6,41.0,Fracture,50.0,Jett,4.0,8.0,37.5,0.76,120.9,187.1,35.0,Pearl,33.0,Controller,31.3,5.11,1.23,203 / 268 / 127,Duelist,40.9,18.25,1.12,687 / 780 / 190,Initiator,53.3,8.7,1.28,220 / 244 / 92,Sentinel,55.6,5.4,1.21,130 / 136 / 35,Vandal,Assault Rifles,48.0,48.0,4.0,626.0,Guardian,Assault Rifles,48.0,50.0,1.0,131.0,Phantom,Assault Rifles,45.0,52.0,3.0,95.0,Pearl,58.3,7.5,Lotus,53.3,8.7,Fracture,42.9,6.7,Abyss,41.7,5.7,Bind,40.0,4.6,Split,33.3,4.8,Haven,22.2,2.7
18,nom#trash,na,Immortal 1,88.0,2123.0,368.0,117.0,64.0,139.5,1.0,28.9,49.6,58.0,73.9,1.0,1868.0,1876.0,661.0,209.3,1.35,0.7,222.0,81.0,1.0,49.8,Clove,8.1,15.0,53.3,1.05,155.5,249.0,11.0,Split,50.0,Jett,8.1,15.0,20.0,1.0,152.2,228.1,4.0,Haven,60.0,Yoru,6.2,12.0,33.3,0.86,121.7,190.8,27.0,Haven,100.0,Controller,56.3,9.7,1.47,310 / 296 / 126,Sentinel,47.8,11.12,1.5,395 / 323 / 89,Duelist,41.9,18.24,1.27,723 / 730 / 202,Initiator,57.1,20.15,1.3,440 / 527 / 244,Vandal,Assault Rifles,40.0,57.0,4.0,869.0,Phantom,Assault Rifles,39.0,55.0,6.0,316.0,Sheriff,Sidearms,61.0,38.0,1.0,161.0,Haven,66.7,12.6,Lotus,61.1,11.7,Bind,56.2,9.7,Pearl,53.3,8.7,Fracture,47.1,8.9,Split,41.2,7.1,Abyss,18.8,3.12
19,twitch k0raFPS#goat,na,Immortal 2,139.0,1424.0,476.0,114.0,62.0,181.6,1.33,34.8,53.5,61.0,74.4,41.0,2386.0,1790.0,450.0,278.0,1.58,1.0,402.0,75.0,6.0,49.6,Jett,41.0,74.0,50.0,1.37,185.6,285.6,46.0,Abyss,55.0,Reyna,5.9,11.0,72.7,1.28,175.4,268.6,25.0,Bind,100.0,Iso,2.7,5.0,80.0,2.04,253.4,372.6,117.0,Bind,100.0,Controller,50.0,4.4,1.55,143 / 124 / 49,Sentinel,44.4,4.5,1.49,148 / 140 / 61,Duelist,54.9,50.41,1.6,"1,998 / 1,435 / 292",Initiator,50.0,3.3,1.59,97 / 91 / 48,Vandal,Assault Rifles,47.0,50.0,3.0,1501.0,Sheriff,Sidearms,51.0,47.0,2.0,201.0,Ghost,Sidearms,47.0,51.0,2.0,185.0,Lotus,68.8,11.5,Pearl,64.3,9.5,Bind,58.8,10.7,Abyss,56.2,9.7,Split,52.6,10.9,Haven,44.4,8.1,Fracture,28.6,4.1
20,ImBlue#3232,na,Immortal 3,207.0,983.0,219.0,91.0,48.0,140.9,1.0,37.8,51.6,47.0,72.3,5.0,1487.0,1483.0,521.0,215.6,1.35,0.8,135.0,72.0,1.0,49.6,Clove,11.0,22.0,54.5,0.99,160.9,246.5,8.0,Lotus,80.0,Killjoy,7.6,15.0,66.7,1.2,147.8,217.4,17.0,Pearl,86.0,Sova,5.6,10.0,50.0,1.01,124.4,189.7,0.0,Abyss,75.0,Sentinel,48.3,14.15,1.28,441 / 421 / 97,Controller,58.3,14.1,1.5,451 / 440 / 211,Initiator,58.3,14.1,1.44,387 / 378 / 158,Duelist,35.7,5.9,1.08,208 / 244 / 55,Vandal,Assault Rifles,52.0,44.0,4.0,1068.0,Sheriff,Sidearms,76.0,22.0,2.0,152.0,Classic,Sidearms,48.0,48.0,3.0,76.0,Pearl,78.6,11.3,Abyss,60.0,6.4,Split,60.0,9.6,Lotus,46.7,7.8,Fracture,45.5,5.6,Bind,38.5,5.8,Haven,30.8,4.9
21,walkemdownOTF4KT#rpm,na,Immortal 3,202.0,1039.0,327.0,60.0,32.0,209.4,1.38,40.3,58.3,35.0,80.0,56.0,1395.0,1012.0,371.0,318.0,1.75,1.1,188.0,41.0,8.0,53.1,Clove,26.0,49.0,59.2,1.4,215.4,327.8,59.0,Pearl,71.0,Iso,3.6,7.0,57.1,1.19,184.6,277.9,37.0,Fracture,67.0,Neon,0.9,2.0,0.0,1.17,168.4,255.6,37.0,Split,0.0,Duelist,50.0,5.5,1.54,210 / 162 / 39,Controller,59.2,29.2,1.79,"1,176 / 840 / 327",Initiator,100.0,1.0,1.4,9 / 10 / 5,,,,,,Vandal,Assault Rifles,50.0,48.0,2.0,1086.0,Sheriff,Sidearms,71.0,26.0,2.0,104.0,Classic,Sidearms,46.0,52.0,2.0,72.0,Bind,71.4,5.2,Lotus,66.7,6.3,Abyss,66.7,6.3,Pearl,62.5,5.3,Fracture,60.0,6.4,Haven,42.9,3.4,Split,40.0,4.6
22,brat#S14,na,Immortal 2,181.0,1146.0,177.0,132.0,65.0,167.4,1.23,31.4,64.4,85.0,72.3,27.0,2333.0,1892.0,561.0,254.1,1.53,0.9,364.0,113.0,8.0,55.4,Reyna,27.0,52.0,55.8,1.22,170.2,260.4,26.0,Fracture,67.0,Jett,12.0,24.0,70.8,1.36,171.7,259.7,40.0,Abyss,80.0,Clove,10.0,23.0,69.6,1.23,184.3,279.9,29.0,Fracture,100.0,Initiator,77.8,14.4,1.45,236 / 231 / 99,Sentinel,50.0,3.2,1.46,102 / 84 / 21,Duelist,61.2,52.33,1.51,"1,565 / 1,226 / 283",Controller,69.6,16.7,1.68,430 / 351 / 158,Vandal,Assault Rifles,45.0,51.0,4.0,1412.0,Phantom,Assault Rifles,39.0,57.0,4.0,194.0,Ghost,Sidearms,45.0,52.0,2.0,167.0,Fracture,77.3,17.5,Abyss,68.4,13.5,Haven,64.7,11.6,Bind,64.3,9.5,Split,61.9,13.8,Pearl,57.1,12.9,Lotus,55.6,10.8
23,ANTI#REYNA,na,Immortal 2,110.0,1733.0,370.0,129.0,67.0,152.0,1.07,37.2,51.9,67.0,68.1,9.0,2178.0,2033.0,490.0,231.7,1.31,0.8,425.0,103.0,2.0,50.8,Reyna,66.0,127.0,52.0,1.08,152.7,232.6,10.0,Haven,57.0,Clove,1.1,2.0,50.0,0.71,114.1,176.0,32.0,Bind,100.0,,,,,,,,,,,Duelist,52.0,66.59,1.32,"2,153 / 1,998 / 479",Controller,50.0,1.1,1.03,25 / 35 / 11,,,,,,,,,,,Vandal,Assault Rifles,48.0,48.0,3.0,1717.0,Ghost,Sidearms,58.0,42.0,0.0,243.0,Sheriff,Sidearms,70.0,29.0,1.0,141.0,Split,61.1,11.7,Fracture,58.8,10.7,Pearl,57.1,8.4,Haven,56.5,13.1,Bind,52.4,11.1,Abyss,50.0,8.8,Lotus,30.0,6.14
24,SUN#luka,na,Immortal 2,95.0,1981.0,241.0,135.0,73.0,155.2,1.15,28.7,55.6,75.0,74.8,22.0,2321.0,2012.0,971.0,235.4,1.64,0.8,290.0,116.0,4.0,51.3,Cypher,19.0,36.0,52.8,1.2,154.6,230.4,27.0,Lotus,88.0,Vyse,12.0,23.0,60.9,1.45,171.1,260.7,52.0,Pearl,73.0,Clove,11.0,21.0,47.6,1.08,163.5,254.2,7.0,Bind,25.0,Sentinel,53.2,33.28,1.66,"1,086 / 850 / 329",Duelist,63.2,12.7,1.3,331 / 309 / 72,Initiator,52.2,12.11,1.74,326 / 328 / 245,Controller,58.1,18.13,1.72,578 / 525 / 325,Vandal,Assault Rifles,42.0,55.0,4.0,1514.0,Ghost,Sidearms,52.0,46.0,2.0,132.0,Guardian,Assault Rifles,42.0,56.0,1.0,125.0,Lotus,75.0,12.4,Pearl,66.7,10.5,Haven,66.7,12.6,Split,61.1,11.7,Abyss,50.0,10.1,Fracture,47.8,11.12,Bind,36.0,9.15
25,HOLD ON TIL MAY#BLANK,na,Immortal 2,139.0,1418.0,280.0,47.0,26.0,159.0,1.08,28.5,46.8,22.0,77.0,1.0,892.0,828.0,393.0,249.4,1.55,0.9,73.0,31.0,0.0,49.7,Clove,17.0,30.0,53.3,1.12,167.6,265.0,4.0,Abyss,80.0,Fade,1.9,4.0,50.0,0.87,132.0,191.4,8.0,Lotus,33.0,Reyna,1.6,3.0,33.3,0.96,153.6,227.2,5.0,Haven,100.0,Duelist,25.0,2.6,1.32,140 / 133 / 36,Controller,53.3,16.13,1.66,625 / 559 / 303,Initiator,37.5,3.5,1.33,110 / 122 / 52,Sentinel,100.0,1.0,1.36,17 / 14 / 2,Vandal,Assault Rifles,40.0,55.0,5.0,470.0,Phantom,Assault Rifles,36.0,55.0,9.0,114.0,Stinger,SMGs,26.0,72.0,2.0,71.0,Abyss,66.7,4.2,Lotus,57.1,4.3,Pearl,55.6,5.3,Haven,50.0,3.3,Bind,42.9,3.4,Fracture,28.6,2.5,Split,20.0,1.4
26,Bearrett#50CAL,na,Immortal 2,117.0,1646.0,741.0,52.0,28.0,143.9,1.09,38.1,42.3,22.0,74.1,9.0,860.0,786.0,301.0,218.7,1.48,0.8,110.0,44.0,1.0,50.5,Chamber,4.9,10.0,50.0,1.24,166.4,251.5,26.0,Fracture,60.0,Fade,5.4,9.0,22.2,0.97,125.3,197.4,11.0,Bind,67.0,Tejo,3.1,5.0,0.0,0.9,130.2,192.1,13.0,Fracture,0.0,Sentinel,52.2,12.11,1.5,395 / 326 / 93,Controller,66.7,2.1,1.71,61 / 49 / 23,Initiator,29.2,7.17,1.44,364 / 377 / 178,Duelist,50.0,1.1,1.38,40 / 34 / 7,Vandal,Assault Rifles,55.0,42.0,4.0,293.0,Phantom,Assault Rifles,51.0,45.0,4.0,242.0,Sheriff,Sidearms,63.0,38.0,0.0,67.0,Bind,60.0,3.2,Abyss,57.1,4.3,Fracture,50.0,4.4,Pearl,50.0,4.4,Split,37.5,3.5,Haven,25.0,2.6,Lotus,25.0,2.6
27,PierreAvilas#117,na,Immortal 2,136.0,1447.0,357.0,64.0,35.0,156.1,1.09,24.4,57.8,37.0,72.1,15.0,1153.0,1061.0,374.0,240.4,1.44,0.8,170.0,42.0,1.0,51.9,Cypher,22.0,41.0,56.1,1.08,147.2,225.4,10.0,Split,71.0,Clove,7.1,12.0,66.7,1.0,169.6,262.2,13.0,Haven,100.0,Jett,3.3,6.0,66.7,1.29,170.9,267.9,40.0,Split,50.0,Duelist,60.0,6.4,1.5,197 / 158 / 40,Controller,66.7,8.4,1.45,249 / 250 / 114,Sentinel,56.1,23.17,1.42,685 / 634 / 214,Initiator,0.0,0.1,1.47,22 / 19 / 6,Vandal,Assault Rifles,35.0,61.0,4.0,812.0,Sheriff,Sidearms,44.0,51.0,5.0,123.0,Ghost,Sidearms,39.0,61.0,0.0,111.0,Haven,77.8,7.2,Split,70.0,7.3,Fracture,60.0,6.4,Bind,50.0,4.4,Pearl,50.0,4.4,Abyss,50.0,4.4,Lotus,45.5,5.5
28,Freakolo#Frky,na,Immortal 2,95.0,1977.0,285.0,218.0,119.0,145.8,1.01,34.0,52.8,115.0,71.9,5.0,3530.0,3490.0,1242.0,216.2,1.37,0.8,345.0,147.0,8.0,50.4,Clove,23.0,42.0,54.8,0.99,151.0,229.3,4.0,Lotus,62.0,Iso,22.0,41.0,58.5,1.03,155.3,229.5,10.0,Bind,86.0,Vyse,16.0,29.0,55.2,1.2,150.9,217.8,30.0,Abyss,67.0,Sentinel,55.3,21.17,1.49,587 / 527 / 198,Controller,55.3,26.2,1.41,825 / 823 / 332,Duelist,54.5,42.35,1.25,"1,273 / 1,276 / 317",Initiator,46.4,26.29,1.44,845 / 864 / 395,Vandal,Assault Rifles,49.0,48.0,2.0,1924.0,Phantom,Assault Rifles,42.0,54.0,4.0,681.0,Sheriff,Sidearms,67.0,32.0,2.0,275.0,Split,69.0,20.9,Fracture,54.8,17.13,Bind,54.5,18.15,Haven,50.0,15.14,Lotus,48.6,17.18,Abyss,48.5,16.17,Pearl,44.4,12.15
29,Twistzz#Asian,na,Immortal 2,143.0,1386.0,317.0,70.0,38.0,139.8,1.01,26.7,48.6,34.0,73.7,2.0,1085.0,1075.0,492.0,210.5,1.47,0.7,91.0,56.0,0.0,50.4,Clove,10.0,18.0,50.0,1.01,150.3,232.1,2.0,Fracture,67.0,Tejo,4.5,9.0,44.4,1.03,142.5,209.6,6.0,Fracture,67.0,Vyse,3.5,7.0,71.4,1.0,137.1,198.9,8.0,Abyss,67.0,Initiator,58.3,14.1,1.62,369 / 338 / 180,Sentinel,35.0,7.12,1.2,269 / 308 / 100,Controller,52.6,10.9,1.56,342 / 336 / 181,Duelist,42.9,3.4,1.46,105 / 93 / 31,Vandal,Assault Rifles,40.0,57.0,3.0,554.0,Phantom,Assault Rifles,34.0,63.0,3.0,181.0,Ghost,Sidearms,43.0,54.0,3.0,73.0,Fracture,57.1,8.5,Lotus,55.6,5.4,Bind,54.5,6.5,Abyss,50.0,3.3,Pearl,44.4,4.5,Haven,40.0,4.6,Split,36.4,4.7
30,Tim#vexb0,na,Immortal 2,133.0,1485.0,137.0,55.0,26.0,178.8,1.25,32.1,52.7,29.0,77.2,34.0,1039.0,834.0,278.0,275.2,1.58,1.0,166.0,39.0,7.0,51.6,Jett,8.9,19.0,26.3,1.2,174.2,273.3,26.0,Haven,50.0,Clove,8.0,17.0,64.7,1.25,179.3,281.5,30.0,Split,100.0,Raze,6.8,13.0,61.5,1.32,189.1,281.7,52.0,Bind,50.0,Duelist,41.2,14.19,1.44,647 / 515 / 97,Controller,70.0,14.6,1.77,376 / 311 / 174,Initiator,100.0,1.0,2.88,16 / 8 / 7,,,,,,Vandal,Assault Rifles,47.0,51.0,3.0,637.0,Ghost,Sidearms,44.0,54.0,3.0,83.0,Sheriff,Sidearms,68.0,31.0,1.0,65.0,Split,75.0,6.2,Fracture,66.7,4.2,Haven,66.7,6.3,Bind,55.6,5.4,Abyss,42.9,3.4,Lotus,42.9,3.4,Pearl,22.2,2.6
31,Twitch nobu#THUGA,na,Immortal 1,22.0,3757.0,796.0,215.0,115.0,157.0,1.11,26.4,48.4,104.0,71.6,6.0,4009.0,3599.0,944.0,247.2,1.38,0.9,648.0,148.0,9.0,49.4,Neon,71.0,132.0,57.6,1.15,155.0,247.7,7.0,Bind,58.0,Phoenix,16.0,31.0,35.5,1.11,166.4,257.9,5.0,Pearl,64.0,Iso,6.2,12.0,33.3,1.05,163.7,233.0,24.0,Abyss,36.0,Duelist,49.0,97.99,1.36,"3,696 / 3,311 / 816",Controller,36.4,4.7,1.45,223 / 209 / 80,Initiator,40.0,2.3,1.75,77 / 69 / 44,Sentinel,100.0,1.0,1.7,13 / 10 / 4,Vandal,Assault Rifles,45.0,51.0,4.0,1865.0,Phantom,Assault Rifles,39.0,56.0,5.0,619.0,Judge,Shotguns,8.0,85.0,7.0,316.0,Pearl,69.0,20.8,Fracture,54.5,18.15,Split,53.3,16.13,Lotus,45.2,14.17,Bind,43.3,13.17,Haven,41.4,12.17,Abyss,33.3,11.22
32,zestyahhlizard35#men,na,Immortal 2,199.0,1066.0,776.0,289.0,154.0,146.1,1.01,26.5,51.2,148.0,75.1,4.0,4541.0,4486.0,1971.0,215.7,1.45,0.7,457.0,181.0,4.0,51.1,Sova,39.0,73.0,57.5,1.11,154.1,224.4,20.0,Pearl,70.0,Clove,21.0,39.0,53.8,1.0,161.2,241.6,0.0,Pearl,67.0,Skye,18.0,37.0,62.2,1.02,135.9,205.9,0.0,Split,55.0,Controller,53.8,21.18,1.45,724 / 721 / 318,Sentinel,44.8,30.37,1.35,"1,006 / 1,027 / 383",Initiator,54.7,81.66,1.54,"2,241 / 2,151 / 1,069",Duelist,45.7,16.19,1.31,570 / 587 / 201,Vandal,Assault Rifles,41.0,55.0,4.0,2077.0,Phantom,Assault Rifles,39.0,56.0,5.0,620.0,Sheriff,Sidearms,41.0,56.0,3.0,462.0,Abyss,63.6,28.16,Pearl,60.5,26.17,Bind,59.0,23.16,Split,50.0,20.2,Haven,43.2,16.2,Lotus,42.2,19.26,Fracture,39.0,16.25
33,Fragz#BAIT,na,Immortal 2,119.0,1625.0,639.0,145.0,78.0,151.3,0.93,26.4,45.5,66.0,73.0,2.0,2370.0,2560.0,1000.0,228.8,1.32,0.8,372.0,105.0,6.0,48.8,Clove,43.0,80.0,46.2,0.94,160.7,245.7,4.0,Fracture,68.0,Cypher,10.0,20.0,35.0,0.83,132.5,193.3,8.0,Abyss,50.0,Sova,5.4,11.0,54.5,0.81,121.2,176.8,10.0,Abyss,71.0,Controller,45.7,37.44,1.39,"1,440 / 1,534 / 698",Duelist,47.8,11.11,1.21,384 / 398 / 96,Sentinel,36.4,8.13,1.12,294 / 348 / 97,Initiator,52.6,10.9,1.29,252 / 280 / 109,Vandal,Assault Rifles,37.0,59.0,3.0,1658.0,Sheriff,Sidearms,58.0,41.0,1.0,192.0,Bulldog,Assault Rifles,25.0,70.0,6.0,107.0,Fracture,53.8,14.11,Lotus,52.4,11.1,Pearl,50.0,11.11,Abyss,45.8,11.12,Bind,43.8,7.9,Split,33.3,6.12,Haven,33.3,6.12
34,Exalt#EZ4ME,na,Immortal 3,217.0,916.0,657.0,53.0,28.0,132.8,1.05,31.2,47.2,25.0,73.9,5.0,812.0,777.0,321.0,201.9,1.46,0.7,96.0,40.0,2.0,50.4,Tejo,16.0,31.0,45.2,1.1,132.9,203.0,13.0,Lotus,56.0,Reyna,3.1,5.0,20.0,0.92,136.1,205.0,9.0,Pearl,0.0,Phoenix,2.5,4.0,50.0,0.92,133.2,196.7,23.0,Pearl,67.0,Duelist,55.6,10.8,1.33,284 / 288 / 100,Initiator,44.1,15.18,1.54,516 / 475 / 217,Controller,0.0,0.1,1.14,12 / 14 / 4,,,,,,Vandal,Assault Rifles,46.0,50.0,3.0,410.0,Phantom,Assault Rifles,36.0,57.0,7.0,101.0,Ghost,Sidearms,54.0,44.0,1.0,92.0,Haven,80.0,4.1,Abyss,66.7,4.2,Lotus,58.3,7.4,Pearl,44.4,4.5,Bind,33.3,2.4,Fracture,28.6,2.5,Split,25.0,2.6
35,外面有点冷#0714,na,Immortal 2,166.0,1239.0,80.0,128.0,65.0,204.8,1.73,51.7,75.8,97.0,78.0,82.0,2751.0,1590.0,358.0,296.9,1.96,1.1,460.0,157.0,9.0,60.4,Iso,20.0,41.0,75.6,1.95,225.9,327.7,106.0,Lotus,86.0,Reyna,20.0,37.0,64.9,1.79,212.9,310.2,86.0,Fracture,70.0,Sage,8.2,17.0,94.1,1.58,166.1,239.9,54.0,Abyss,100.0,Sentinel,87.1,27.4,1.98,545 / 338 / 124,Controller,100.0,3.0,1.98,66 / 41 / 15,Duelist,71.7,66.25,1.97,"2,114 / 1,184 / 217",Initiator,50.0,1.1,1.04,26 / 27 / 2,Vandal,Assault Rifles,56.0,40.0,4.0,1616.0,Guardian,Assault Rifles,75.0,23.0,1.0,564.0,Sheriff,Sidearms,74.0,26.0,0.0,202.0,Split,85.0,17.3,Lotus,84.2,16.3,Abyss,80.0,12.3,Haven,78.9,15.3,Fracture,78.9,15.4,Pearl,68.8,11.5,Bind,55.0,11.9
36,CEMEN BAKIN666#darni,na,Immortal 2,107.0,1766.0,554.0,32.0,16.0,182.5,1.33,37.9,53.1,17.0,79.5,36.0,667.0,502.0,193.0,282.2,1.71,1.0,77.0,21.0,1.0,53.1,Clove,10.0,20.0,60.0,1.34,188.3,292.2,38.0,Pearl,100.0,Iso,3.8,7.0,71.4,1.45,182.2,280.8,48.0,Split,100.0,Cypher,1.1,2.0,0.0,0.89,138.4,209.1,21.0,Lotus,0.0,Controller,57.1,12.9,1.77,438 / 326 / 140,Initiator,0.0,0.1,1.6,17 / 15 / 7,Duelist,62.5,5.3,1.71,181 / 126 / 35,Sentinel,0.0,0.2,1.2,31 / 35 / 11,Vandal,Assault Rifles,55.0,42.0,3.0,430.0,Phantom,Assault Rifles,37.0,61.0,3.0,55.0,Ghost,Sidearms,63.0,37.0,0.0,45.0,Pearl,100.0,3.0,Split,83.3,5.1,Abyss,83.3,5.1,Haven,60.0,3.2,Lotus,25.0,1.3,Bind,0.0,0.3,Fracture,0.0,0.5
37,THEWOLFWITHIN137#loner,na,Immortal 2,193.0,1089.0,99.0,61.0,33.0,179.2,1.34,17.2,57.4,35.0,74.6,35.0,1188.0,888.0,331.0,278.7,1.71,1.0,198.0,50.0,3.0,52.9,Yoru,17.0,32.0,56.2,1.15,160.8,248.6,22.0,Abyss,100.0,Raze,6.5,11.0,36.4,1.46,194.8,305.1,51.0,Split,17.0,Reyna,5.1,10.0,80.0,1.78,200.0,314.3,68.0,Lotus,100.0,Duelist,57.4,35.25,1.71,"1,188 / 888 / 331",,,,,,,,,,,,,,,,Phantom,Assault Rifles,28.0,69.0,4.0,504.0,Vandal,Assault Rifles,27.0,69.0,4.0,212.0,Classic,Sidearms,23.0,73.0,4.0,74.0,Abyss,100.0,8.0,Bind,66.7,6.3,Haven,62.5,5.3,Pearl,60.0,6.4,Lotus,55.6,5.3,Fracture,33.3,3.6,Split,25.0,2.6
38,affect#935,na,Immortal 2,123.0,1589.0,644.0,77.0,40.0,135.1,0.89,27.0,39.0,30.0,68.2,12.0,1142.0,1281.0,395.0,207.0,1.2,0.7,255.0,57.0,4.0,46.9,Yoru,6.9,13.0,23.1,0.79,121.6,191.5,31.0,Bind,50.0,Clove,5.1,10.0,50.0,0.88,150.8,226.2,12.0,Fracture,100.0,Iso,4.2,8.0,75.0,0.94,156.2,235.9,2.0,Bind,100.0,Initiator,50.0,5.5,1.16,127 / 160 / 58,Duelist,38.2,13.21,1.11,515 / 603 / 154,Sentinel,33.3,7.14,1.28,310 / 312 / 89,Controller,41.7,5.7,1.38,190 / 206 / 94,Vandal,Assault Rifles,45.0,52.0,3.0,653.0,Phantom,Assault Rifles,33.0,64.0,4.0,94.0,Sheriff,Sidearms,50.0,49.0,1.0,55.0,Bind,72.7,8.3,Fracture,63.6,7.4,Lotus,45.5,5.6,Haven,40.0,4.6,Split,20.0,2.8,Pearl,16.7,2.1,Abyss,16.7,2.1
39,PSG Leo#sleep,na,Immortal 2,194.0,1080.0,574.0,42.0,22.0,162.7,1.13,29.2,47.6,20.0,73.1,12.0,761.0,676.0,271.0,252.1,1.53,0.9,116.0,26.0,1.0,50.3,Clove,9.0,17.0,47.1,1.07,161.5,249.8,1.0,Split,33.0,Tejo,2.3,5.0,80.0,1.19,129.4,202.9,8.0,Lotus,100.0,Reyna,1.9,4.0,25.0,1.25,185.9,277.5,40.0,Abyss,0.0,Duelist,47.1,8.8,1.55,336 / 273 / 86,Controller,47.1,8.9,1.56,319 / 297 / 145,Initiator,66.7,4.2,1.45,80 / 75 / 29,Sentinel,0.0,0.2,1.19,26 / 31 / 11,Vandal,Assault Rifles,45.0,50.0,4.0,440.0,Phantom,Assault Rifles,38.0,60.0,3.0,105.0,Ghost,Sidearms,49.0,51.0,0.0,47.0,Bind,66.7,4.2,Lotus,66.7,4.2,Fracture,66.7,4.2,Abyss,42.9,3.4,Pearl,40.0,2.2,Split,25.0,2.6,Haven,25.0,1.3
40,HU hyjinx#000,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
